Nome,Versão,Status Execução,Status Aprovação,Data Aprovação,Aprovado por,Nome do relatório,Tipo de Relatório,Visualização do relatório
Folha de Escopo,1,Finalizada,Em revisão,09/02/2026,Vinícius Risoléo,Relatório de Gestão de Coleção,Standard,Baw%20RFI%20Escopo%20-%20Relat%C3%B3rio%20de%20Gest%C3%A3o%20de%20Cole%C3%A7%C3%A3o/Relatrio_-_Gesto_de_Coleo.png
