Nome,Aprovado por,Data Aprovação,Nome do relatório,Status Aprovação,Status Execução,Tipo de Relatório,Versão,Visualização do relatório
Folha de Escopo,Vinícius Risoléo,09/02/2026,Relatório de Gestão de Coleção,Em revisão,Finalizada,Standard,1,Baw%20RFI%20Escopo%20-%20Relat%C3%B3rio%20de%20Gest%C3%A3o%20de%20Cole%C3%A7%C3%A3o/Relatrio_-_Gesto_de_Coleo.png
