data	titulo_kebab	pasta	motivo	decidido_em
2024-11-13	luiza-nk-projeto-com-lider-de	Luiza Barcelos	título cita Luiza e NK; a gravação inteira é sobre a crise do projeto da Luiza Barcelos (conteúdo lido por subagente). Nada da NK entra.	2026-09-26
